product_sk,product_id,product_name,brand,sku,category_id,category_name,supplier_id,supplier_name,supplier_type,mrp,selling_price,cost_price,product_rating,total_reviews,product_status,is_returnable,launch_date,effective_start_date,effective_end_date,is_current
105,PROD000112,Realme BassX 9805,Realme,SKU-REA-HEA-7898,CAT0012,Headphones,SUP0154,Royal Fragrance Import House,Distributor,72351.0,48475.17,32016.97,5.0,31214,ACTIVE,true,2023-06-19,2026-06-07,9999-12-31,true
107,PROD000114,Motorola Galaxy s17 3662,Motorola,SKU-MOT-MOB-5758,CAT0006,Mobiles,SUP0104,ChefsChoice Restaurant Supply,Distributor,123408.0,107364.96,75032.34,2.8,9554,ACTIVE,true,2023-09-15,2026-06-07,9999-12-31,true
127,PROD000134,Nivia B62 8311,Nivia,SKU-NIV-FIT-8431,CAT0084,Fitness Equipment,SUP0070,ChicBoutique Apparel Seller,Marketplace Seller,94661.0,87088.12,72369.83,5.0,18003,ACTIVE,true,2026-03-04,2026-06-07,9999-12-31,true
133,PROD000140,Levis Slim Fit 895,Levis,SKU-LEV-WOM-3452,CAT0032,Women Clothing,SUP0007,Matrix Telecomm Solutions,Wholesaler,127560.0,86740.8,60616.21,4.6,19022,ACTIVE,true,2024-08-01,2026-06-07,9999-12-31,true
139,PROD000146,Levis Regular Fit 6454,Levis,SKU-LEV-MEN-6225,CAT0020,Men Clothing,SUP0149,DermaCare Clinical Supplies,Wholesaler,24286.0,17971.64,12762.5,4.1,29692,ACTIVE,true,2025-01-21,2026-06-07,9999-12-31,true
142,PROD000150,Realme Z fold 2121,Realme,SKU-REA-MOB-5110,CAT0006,Mobiles,SUP0029,TeleConnect Hardware Co.,Wholesaler,88552.0,64642.96,39092.86,4.2,44810,ACTIVE,true,2026-02-24,2026-06-07,9999-12-31,true
157,PROD000165,H&M Relaxed Fit 5184,H&M,SKU-H&M-WOM-2718,CAT0032,Women Clothing,SUP0186,TrekKer Hiking & Mountain Gear,Wholesaler,71490.0,53617.5,36541.47,4.4,1669,ACTIVE,true,2024-12-31,2026-06-07,9999-12-31,true
167,PROD000175,Acer Predator 4518,Acer,SKU-ACE-LAP-6040,CAT0009,Laptops,SUP0030,CyberShield Device Vendors,Retail Vendor,8650.0,7179.5,5035.73,4.2,17843,ACTIVE,true,2026-02-23,2026-06-07,9999-12-31,true
175,PROD000183,OnePlus Note 2400,OnePlus,SKU-ONE-MOB-1097,CAT0006,Mobiles,SUP0008,FutureTech Direct Sales,Retail Vendor,19706.0,14779.5,9883.92,2.6,14079,ACTIVE,true,2024-07-03,2026-06-07,9999-12-31,true
183,PROD000191,HP Legion 9193,HP,SKU-HP-LAP-8099,CAT0009,Laptops,SUP0114,GreenPlast Containers Ltd,Wholesaler,96352.0,75154.56,53132.29,3.1,43953,OUT_OF_STOCK,true,2025-12-11,2026-06-07,9999-12-31,true
185,PROD000193,Mamaearth body gel 9201,Mamaearth,SKU-MAM-HAI-1571,CAT0078,Haircare,SUP0078,Mega Supply Chain Pvt Ltd,Wholesaler,127598.0,102078.4,76749.43,4.3,32265,ACTIVE,true,2024-09-01,2026-06-07,9999-12-31,true
187,PROD000195,Adidas Max-repultion 7269,Adidas,SKU-ADI-FIT-8698,CAT0084,Fitness Equipment,SUP0115,TerraCotta EarthWare Group,Retail Vendor,9889.0,6427.85,4061.19,3.2,19211,ACTIVE,true,2025-08-30,2026-06-07,9999-12-31,true
206,PROD000214,HP Victus 6571,HP,SKU-HP-LAP-1511,CAT0009,Laptops,SUP0159,EcoFriendly Bamboo Brushes,Marketplace Seller,140222.0,96753.18,73479.24,5.0,14072,ACTIVE,true,2023-08-29,2026-06-07,9999-12-31,true
208,PROD000216,Apple iPhone 16 4386,Apple,SKU-APP-MOB-4541,CAT0006,Mobiles,SUP0127,QuickPack Bundling Services,Internal Warehouse Supplier,88780.0,66585.0,43349.95,4.3,42425,ACTIVE,true,2026-03-30,2026-06-07,9999-12-31,true
226,PROD000236,Nike Runner 2700,Nike,SKU-NIK-FOO-4338,CAT0043,Footwear,SUP0051,KnitWear Industries Inc.,Distributor,93945.0,88308.3,73084.95,4.9,14502,DISCONTINUED,true,2024-12-06,2026-06-07,9999-12-31,true
232,PROD000242,Dell Victus 7390,Dell,SKU-DEL-LAP-6969,CAT0009,Laptops,SUP0206,Precision Golf Clubs & Balls,Distributor,78690.0,69247.2,53293.22,3.4,35380,OUT_OF_STOCK,true,2024-07-02,2026-06-07,9999-12-31,true
236,PROD000246,Xiaomi Note 7644,Xiaomi,SKU-XIA-MOB-1790,CAT0006,Mobiles,SUP0112,CozyCushion Home Furnishings,Marketplace Seller,109197.0,77529.87,57438.54,3.6,47544,DISCONTINUED,true,2023-12-01,2026-06-07,9999-12-31,true
246,PROD000256,Adidas Runner 4576,Adidas,SKU-ADI-FOO-7849,CAT0043,Footwear,SUP0069,FastFashion Supply Network,Marketplace Seller,51246.0,43046.64,28775.66,4.2,47345,ACTIVE,true,2025-11-20,2026-06-07,9999-12-31,true
250,PROD000260,Reebok Sprint 5099,Reebok,SKU-REE-FOO-1099,CAT0043,Footwear,SUP0028,Broadband Supply Partners,Distributor,124817.0,114831.64,94157.76,3.5,12192,ACTIVE,true,2024-02-18,2026-06-07,9999-12-31,true
256,PROD000266,Wrangler Relaxed Fit 4717,,SKU-WRA-MEN-2387,CAT0020,Men Clothing,SUP0021,CircuitCrafters Electronics,Marketplace Seller,140340.0,87010.8,64332.56,4.0,33141,DISCONTINUED,true,2023-12-03,2026-06-07,9999-12-31,true
283,PROD000294,Levis Regular Fit 8160,Levis,SKU-LEV-MEN-9914,CAT0020,Men Clothing,SUP0126,ValuePlus Variety Wholesale,Wholesaler,13382.0,12311.44,7492.58,3.9,3779,ACTIVE,true,2025-11-24,2026-06-07,9999-12-31,true
293,PROD000304,Nike AirMax 1939,Nike,SKU-NIK-FOO-8922,CAT0043,Footwear,SUP0052,StyleQuotient Apparel Group,Distributor,70228.0,63907.48,47457.59,3.4,37517,ACTIVE,true,2024-06-05,2026-06-07,9999-12-31,true
297,PROD000308,Wrangler Relaxed Fit 6954,Wrangler,SKU-WRA-WOM-9440,CAT0032,Women Clothing,SUP0018,Optima Network Infrastructure,Wholesaler,27566.0,22879.78,18199.65,4.9,12471,ACTIVE,true,2024-07-24,2026-06-07,9999-12-31,true
308,PROD000319,Cosco B62 8542,Cosco,SKU-COS-FIT-6800,CAT0084,Fitness Equipment,SUP0203,NetPlay Badminton Systems,Wholesaler,99297.0,82416.51,53472.6,3.2,18816,ACTIVE,true,2026-03-28,2026-06-07,9999-12-31,true
312,PROD000323,Cetaphil Anti-dendruff 5785,Cetaphil,SKU-CET-HAI-2265,CAT0078,Haircare,SUP0173,SuperSaver FMCG Distributors,Distributor,129389.0,113862.32,72057.86,2.8,42963,ACTIVE,true,2024-10-28,2026-06-07,9999-12-31,true
321,PROD000332,JBL AirBeat 3109,JBL,SKU-JBL-HEA-6713,CAT0012,Headphones,SUP0147,NutriBio Dietary Supplements,Wholesaler,54637.0,50812.41,32943.42,4.2,31751,ACTIVE,true,2026-05-06,2026-06-07,9999-12-31,true
325,PROD000336,Pepe Jeans Slim Fit 1466,Pepe Jeans,SKU-PEP-MEN-6398,CAT0020,Men Clothing,SUP0217,Delhivery Sorting Base Alpha,Internal Warehouse Supplier,104478.0,89851.08,54347.24,,38113,ACTIVE,true,2025-10-30,2026-06-07,9999-12-31,true
327,PROD000338,Spykar Slim Fit 5994,Spykar,SKU-SPY-WOM-9131,CAT0032,Women Clothing,SUP0098,OakWood Hardwood Furnishings,Distributor,6443.0,4638.96,3647.1,4.2,35157,ACTIVE,true,2024-08-21,2026-06-07,9999-12-31,true
337,PROD000348,Sony BassX 4984,Sony,SKU-SON-HEA-8280,CAT0012,Headphones,SUP0027,Infinity Smart Appliances,Wholesaler,60043.0,54038.7,44737.54,3.9,46124,ACTIVE,true,2023-08-19,2026-06-07,9999-12-31,true
339,PROD000350,Xiaomi Galaxy s17 9832,Xiaomi,SKU-XIA-MOB-7583,CAT0006,Mobiles,SUP0005,Silicon Valley Importers,Distributor,44930.0,40437.0,27507.63,4.5,6443,ACTIVE,true,2026-03-01,2026-06-07,9999-12-31,true
350,PROD000361,Puma AirMax 3269,Puma,SKU-PUM-FOO-9677,CAT0043,Footwear,SUP0194,Bullseye Archery Equipment,Wholesaler,145208.0,98741.44,73653.36,4.6,21501,ACTIVE,true,2023-10-22,2026-06-07,9999-12-31,true
352,PROD000363,Adidas C83 1354,Adidas,SKU-ADI-FIT-7367,CAT0084,Fitness Equipment,SUP0091,SteelLine Culinary Utensils,Distributor,41903.0,32265.31,21741.37,4.5,23406,ACTIVE,true,2025-07-15,2026-06-07,9999-12-31,true
355,PROD000366,Yonex A13 9479,Yonex,SKU-YON-FIT-5562,CAT0084,Fitness Equipment,SUP0061,Prime Stitch Garment Factory,Wholesaler,95155.0,78027.1,54734.45,2.9,36054,ACTIVE,true,2025-10-11,2026-06-07,9999-12-31,true
363,PROD000374,Alphax pro-series 8748,Alphax,SKU-ALP-FIT-8108,CAT0084,Fitness Equipment,SUP0160,Advanced Trichology Labs,Wholesaler,54224.0,43921.44,32054.81,2.9,5292,ACTIVE,true,2025-10-06,2026-06-07,9999-12-31,true
367,PROD000379,Yonex Max-repultion 5631,Yonex,SKU-YON-FIT-6213,CAT0084,Fitness Equipment,SUP0153,PrimeHeal FirstAid Supplies,Wholesaler,114921.0,87339.96,65452.58,3.3,40363,ACTIVE,true,2026-03-25,2026-06-07,9999-12-31,true
370,PROD000382,Peter England Slim Fit 330,Peter England,SKU-PET-WOM-1703,CAT0032,Women Clothing,SUP0204,SwiftRun Athletic Footwear,Wholesaler,147035.0,89691.35,75101.16,4.9,1829,ACTIVE,true,2023-10-16,2026-06-07,9999-12-31,true
393,PROD000405,Xiaomi infinity 9011,Xiaomi,SKU-XIA-MOB-5547,CAT0006,Mobiles,SUP0090,ComfortSeating Chair Corp,Wholesaler,93123.0,81948.24,57659.81,4.6,41277,ACTIVE,true,2025-05-03,2026-06-07,9999-12-31,true
409,PROD000423,HRX Slim Fit 8335,HRX,SKU-HRX-WOM-9876,CAT0032,Women Clothing,SUP0004,Alpha Component Logistics,Distributor,124044.0,94273.44,63447.33,4.2,43986,ACTIVE,true,2026-02-18,2026-06-07,9999-12-31,true
414,PROD000428,Lotus Herbals Vitamin C Enriched 8149,Lotus Herbals,SKU-LOT-SKI-1438,CAT0071,Skincare,SUP0087,Heritage Timber Furniture,Distributor,138347.0,124512.3,92977.33,3.4,28295,ACTIVE,true,2025-05-31,2026-06-07,9999-12-31,true
417,PROD000431,Peter England Regular Fit 3328,Peter England,SKU-PET-WOM-5610,CAT0032,Women Clothing,SUP0055,SoleMate Shoe Manufacturers,Wholesaler,110788.0,93061.92,68481.73,3.5,49983,ACTIVE,true,2025-05-14,2026-06-07,9999-12-31,true
424,PROD000439,Realme Wave 4763,Realme,SKU-REA-HEA-2308,CAT0012,Headphones,SUP0114,GreenPlast Containers Ltd,Wholesaler,23043.0,21199.56,16582.2,3.8,3716,ACTIVE,false,2025-03-16,2026-06-07,9999-12-31,true
447,PROD000462,Mamaearth Matte 3067,Mamaearth,SKU-MAM-SKI-7683,CAT0071,Skincare,SUP0186,TrekKer Hiking & Mountain Gear,Wholesaler,124540.0,78460.2,60360.0,4.0,46801,OUT_OF_STOCK,false,2025-02-03,2026-06-07,9999-12-31,true
449,PROD000464,Alphax B62 8362,Alphax,SKU-ALP-FIT-4820,CAT0084,Fitness Equipment,SUP0017,SonicBoom Sound Equipment,Wholesaler,147819.0,115298.82,89552.34,4.2,17364,ACTIVE,true,2025-06-20,2026-06-07,9999-12-31,true
454,PROD000469,Lenovo ROG 4847,Lenovo,SKU-LEN-LAP-4787,CAT0009,Laptops,SUP0096,KitchenKing Cookware Trading,Wholesaler,123750.0,86625.0,54675.4,3.7,39390,ACTIVE,true,2023-06-09,2026-06-07,9999-12-31,true
471,PROD000487,The Derma Co onion shampoo 4309,The Derma Co,SKU-THE-HAI-5666,CAT0078,Haircare,SUP0122,Zodiac Clock Manufacturing,Marketplace Seller,145935.0,137178.9,103527.0,4.5,20632,ACTIVE,false,2026-03-04,2026-06-07,9999-12-31,true
472,PROD000488,Noise Pods 4225,Noise,SKU-NOI-HEA-3992,CAT0012,Headphones,SUP0095,SmartSpace Modular Systems,Distributor,29680.0,24931.2,19611.51,2.9,38244,ACTIVE,true,2026-04-04,2026-06-07,9999-12-31,true
473,PROD000489,Bata Runner 3452,Bata,SKU-BAT-FOO-7786,CAT0043,Footwear,SUP0010,Apex PC Components Group,Wholesaler,25391.0,21074.53,15802.21,3.2,35161,OUT_OF_STOCK,false,2025-09-08,2026-06-07,9999-12-31,true
486,PROD000503,MSI Pavallion 4970,MSI,SKU-MSI-LAP-4910,CAT0009,Laptops,SUP0110,Artisan Woodworks Collective,Retail Vendor,142984.0,121536.4,98069.09,4.4,32808,OUT_OF_STOCK,true,2023-09-15,2026-06-07,9999-12-31,true
496,PROD000513,Johnson & Johnson Anti-dendruff 9577,Johnson & Johnson,SKU-JOH-HAI-9912,CAT0078,Haircare,SUP0182,Stamina Fitness Machines,Wholesaler,50680.0,46118.8,38789.04,2.8,19468,ACTIVE,true,2024-02-01,2026-06-07,9999-12-31,true
499,PROD000517,Reebok Sprint 9049,Reebok,SKU-REE-FOO-5480,CAT0043,Footwear,SUP0035,Pinnacle Computer Trade,Wholesaler,10732.0,8478.28,6274.27,4.2,15110,ACTIVE,true,2024-12-19,2026-06-07,9999-12-31,true
506,PROD000524,Reebok AirMax 9004,Reebok,SKU-REE-FOO-3120,CAT0043,Footwear,SUP0054,Footwear Express Logistics,Distributor,70460.0,60595.6,37291.34,4.2,43421,OUT_OF_STOCK,true,2023-08-01,2026-06-07,9999-12-31,true
507,PROD000525,Nykaa Cosmetics Sheet-mask 9195,Nykaa Cosmetics,SKU-NYK-SKI-5083,CAT0071,Skincare,SUP0077,QuickKart Marketplace Seller,Marketplace Seller,100344.0,81278.64,58170.09,3.3,43480,ACTIVE,false,2025-11-17,2026-06-07,9999-12-31,true
512,PROD000530,Johnson & Johnson body gel 7329,Johnson & Johnson,SKU-JOH-HAI-6161,CAT0078,Haircare,SUP0022,MacroTech Display Panels,Distributor,82522.0,76745.46,56120.37,4.0,2627,ACTIVE,true,2025-05-17,2026-06-07,9999-12-31,true
521,PROD000539,Wrangler Regular Fit 2564,Wrangler,SKU-WRA-MEN-7084,CAT0020,Men Clothing,SUP0202,Everest Mountaineering Imports,Distributor,132157.0,81937.34,50090.85,4.3,34065,ACTIVE,true,2024-01-31,2026-06-07,9999-12-31,true
527,PROD000547,Levis Relaxed Fit 6618,Levis,SKU-LEV-WOM-2696,CAT0032,Women Clothing,SUP0032,PrimePix Camera Distro,Wholesaler,68169.0,52490.13,37318.7,5.0,33912,OUT_OF_STOCK,true,2025-07-28,2026-06-07,9999-12-31,true
536,PROD000556,Yonex Max-repultion 9800,Yonex,SKU-YON-FIT-6621,CAT0084,Fitness Equipment,SUP0053,Monarch Leather Goods,Wholesaler,22131.0,19253.97,12278.89,4.1,1591,ACTIVE,true,2024-10-24,2026-06-07,9999-12-31,true
547,PROD000567,Yonex C83 8616,Yonex,SKU-YON-FIT-2878,CAT0084,Fitness Equipment,SUP0220,GlobalSourcing Asia-Pac,Distributor,82574.0,61104.76,45212.02,4.6,40723,ACTIVE,false,2023-07-15,2026-06-07,9999-12-31,true
550,PROD000570,MSI ROG 3546,MSI,SKU-MSI-LAP-6202,CAT0009,Laptops,SUP0019,Delta Semiconductor Corp,Distributor,114383.0,85787.25,54327.06,3.1,27105,ACTIVE,true,2024-05-10,2026-06-07,9999-12-31,true
555,PROD000575,Lotus Herbals Sheet-mask 7638,Lotus Herbals,SKU-LOT-SKI-9549,CAT0071,Skincare,SUP0105,TableTop Ceramic Wholesale,Wholesaler,24391.0,21707.99,13046.0,3.4,15066,ACTIVE,true,2024-04-12,2026-06-07,9999-12-31,true
566,PROD000586,Lotus Herbals Sheet-mask 316,Lotus Herbals,SKU-LOT-SKI-9158,CAT0071,Skincare,SUP0037,SuperConductor Supply Co,Wholesaler,40776.0,24465.6,16296.15,4.9,43686,ACTIVE,false,2024-02-12,2026-06-07,9999-12-31,true
569,PROD000589,MSI Legion 4063,MSI,SKU-MSI-LAP-8742,CAT0009,Laptops,SUP0131,BioDerma Skincare Labs,Wholesaler,39384.0,37020.96,27141.04,3.1,11545,ACTIVE,true,2024-05-19,2026-06-07,9999-12-31,true
584,PROD000606,Realme Note 2720,Realme,SKU-REA-MOB-7835,CAT0006,Mobiles,SUP0101,EcoClean Home Consumables,Retail Vendor,13311.0,10116.36,6814.72,3.1,25379,ACTIVE,false,2024-02-05,2026-06-07,9999-12-31,true
589,PROD000611,Realme BassX 8195,Realme,SKU-REA-HEA-1323,CAT0012,Headphones,SUP0181,WillowCraft Cricket Bats Ltd,Distributor,75718.0,63603.12,49892.22,4.1,4847,ACTIVE,true,2024-04-16,2026-06-07,9999-12-31,true
592,PROD000614,Wrangler Slim Fit 6794,Wrangler,SKU-WRA-WOM-6411,CAT0032,Women Clothing,SUP0078,Mega Supply Chain Pvt Ltd,Wholesaler,50589.0,38447.64,30847.37,3.5,20164,ACTIVE,true,2024-03-18,2026-06-07,9999-12-31,true
596,PROD000619,Alphax Max-repultion 4732,Alphax,SKU-ALP-FIT-6475,CAT0084,Fitness Equipment,SUP0031,ElectroGlow LED Manufacturing,Distributor,57130.0,43990.1,35758.95,4.4,3456,ACTIVE,true,2025-02-23,2026-06-07,9999-12-31,true
615,PROD000641,Boat Pods 7310,Boat,SKU-BOA-HEA-8943,CAT0012,Headphones,SUP0212,FlexiBands Resistance Tubes,Marketplace Seller,92109.0,79213.74,59911.5,2.9,27848,ACTIVE,true,2025-07-29,2026-06-07,9999-12-31,true
621,PROD000648,Pepe Jeans Relaxed Fit 2019,Pepe Jeans,SKU-PEP-WOM-9504,CAT0032,Women Clothing,SUP0026,Vertex SmartHome Systems,Retail Vendor,86494.0,52761.34,39147.61,3.5,30452,ACTIVE,true,2023-07-11,2026-06-07,9999-12-31,true
626,PROD000654,HP ROG 9599,HP,SKU-HP-LAP-2031,CAT0009,Laptops,SUP0153,PrimeHeal FirstAid Supplies,Wholesaler,48001.0,42240.88,34494.05,2.7,18365,ACTIVE,true,2026-04-23,2026-06-07,9999-12-31,true
633,PROD000661,HRX Slim Fit 5574,HRX,SKU-HRX-WOM-6937,CAT0032,Women Clothing,SUP0199,StrikeRate Cricket Gear,Wholesaler,67042.0,56315.28,37537.91,4.6,15838,ACTIVE,true,2025-05-22,2026-06-07,9999-12-31,true
641,PROD000671,Peter England Relaxed Fit 2955,Peter England,SKU-PET-MEN-1537,CAT0020,Men Clothing,SUP0038,Nova Gaming Gear Enterprise,Marketplace Seller,121227.0,89707.98,54983.84,3.4,41231,ACTIVE,true,2024-09-18,2026-06-07,9999-12-31,true
650,PROD000681,ASUS Legion 7001,ASUS,SKU-ASU-LAP-9377,CAT0009,Laptops,SUP0081,DirectToHome Retail Logistics,Marketplace Seller,21633.0,20551.35,16023.87,3.7,20013,ACTIVE,true,2023-11-14,2026-06-07,9999-12-31,true
651,PROD000682,Spykar Relaxed Fit 5982,Spykar,SKU-SPY-MEN-5000,CAT0020,Men Clothing,SUP0015,Vanguard Audio Systems,Retail Vendor,109559.0,85456.02,67439.71,2.8,34751,ACTIVE,true,2025-10-30,2026-06-07,9999-12-31,true
655,PROD000686,Mamaearth Anti-dendruff 2092,Mamaearth,SKU-MAM-HAI-9600,CAT0078,Haircare,SUP0134,PureOrganics Wellness Corp,Distributor,2356.0,2073.28,1389.35,2.9,48607,ACTIVE,true,2025-04-16,2026-06-07,9999-12-31,true
659,PROD000690,Peter England Regular Fit 4004,Peter England,SKU-PET-MEN-7089,CAT0020,Men Clothing,SUP0157,BioNutrient Vitamin Trade,Wholesaler,143842.0,112196.76,83807.07,4.6,43392,ACTIVE,true,2023-09-24,2026-06-07,9999-12-31,true
662,PROD000693,Noise BassX 1148,Noise,SKU-NOI-HEA-5478,CAT0012,Headphones,SUP0126,ValuePlus Variety Wholesale,Wholesaler,18747.0,16309.89,10455.92,3.5,7437,ACTIVE,true,2023-12-28,2026-06-07,9999-12-31,true
664,PROD000695,JBL SoundPro 1499,JBL,SKU-JBL-HEA-7157,CAT0012,Headphones,SUP0216,BlueDart Logistics Storage Node,Internal Warehouse Supplier,79520.0,50097.6,33337.5,4.8,27174,ACTIVE,true,2024-11-18,2026-06-07,9999-12-31,true
671,PROD000702,Wrangler Slim Fit 8177,Wrangler,SKU-WRA-WOM-9296,CAT0032,Women Clothing,SUP0114,GreenPlast Containers Ltd,Wholesaler,140204.0,85524.44,69790.43,4.1,13309,ACTIVE,true,2024-01-24,2026-06-07,9999-12-31,true
677,PROD000708,Xiaomi iPhone 15 pro 7522,Xiaomi,SKU-XIA-MOB-3352,CAT0006,Mobiles,SUP0182,Stamina Fitness Machines,Wholesaler,65933.0,48790.42,40506.48,2.8,32588,ACTIVE,true,2023-11-14,2026-06-07,9999-12-31,true
679,PROD000710,OnePlus infinity 1830,OnePlus,SKU-ONE-MOB-1881,CAT0006,Mobiles,SUP0024,Titan Battery Technologies,Wholesaler,31535.0,27750.8,23313.42,3.6,42030,ACTIVE,true,2026-02-25,2026-06-07,9999-12-31,true
714,PROD000750,Lotus Herbals Sheet-mask 9981,Lotus Herbals,SKU-LOT-SKI-1475,CAT0071,Skincare,SUP0134,PureOrganics Wellness Corp,Distributor,117179.0,72650.98,52908.53,3.9,6707,ACTIVE,true,2023-08-02,2026-06-07,9999-12-31,true
724,PROD000760,The Derma Co onion shampoo 4401,The Derma Co,SKU-THE-HAI-1633,CAT0078,Haircare,SUP0140,MediCure Personal Hygiene,Retail Vendor,129659.0,89464.71,66651.34,3.2,11846,ACTIVE,true,2026-03-02,2026-06-07,9999-12-31,true
728,PROD000764,Realme Pods 2805,Realme,SKU-REA-HEA-7331,CAT0012,Headphones,SUP0092,CeramicVibe Potteries Group,Retail Vendor,39608.0,28517.76,19667.53,4.1,15360,ACTIVE,true,2025-12-19,2026-06-07,9999-12-31,true
749,PROD000785,JBL AirBeat 6606,JBL,SKU-JBL-HEA-1390,CAT0012,Headphones,SUP0060,EcoFabric Organic Cotton,Distributor,32585.0,25742.15,21715.18,3.7,45293,ACTIVE,true,2024-02-13,2026-06-07,9999-12-31,true
759,PROD000795,Realme AirBeat 7156,Realme,SKU-REA-HEA-3121,CAT0012,Headphones,SUP0099,SofaStyles Manufacturing LLP,Wholesaler,29573.0,19222.45,14033.24,3.6,41689,ACTIVE,true,2025-05-11,2026-06-07,9999-12-31,true
779,PROD000817,Spykar Relaxed Fit 602,Spykar,SKU-SPY-WOM-3615,CAT0032,Women Clothing,SUP0133,ProHair Salon Supplies,Retail Vendor,110047.0,101243.24,67394.44,4.8,13611,ACTIVE,true,2024-09-08,2026-06-07,9999-12-31,true
781,PROD000819,Wrangler Relaxed Fit 4492,Wrangler,SKU-WRA-WOM-1918,CAT0032,Women Clothing,SUP0194,Bullseye Archery Equipment,Wholesaler,18235.0,15135.05,12389.07,3.4,5662,ACTIVE,true,2023-11-27,2026-06-07,9999-12-31,true
782,PROD000820,Realme Note 3604,Realme,SKU-REA-MOB-3789,CAT0006,Mobiles,SUP0215,Sports Ingestion Center,Internal Warehouse Supplier,37577.0,32316.22,25844.57,4.8,23640,ACTIVE,true,2023-11-27,2026-06-07,9999-12-31,true
788,PROD000826,Lotus Herbals Sheet-mask 6337,Lotus Herbals,SKU-LOT-SKI-1441,CAT0071,Skincare,SUP0165,ColorPalette Nail Polishes,Marketplace Seller,40113.0,28881.36,21025.62,4.5,5296,ACTIVE,false,2023-12-19,2026-06-07,9999-12-31,true
796,PROD000834,ASUS Legion 627,ASUS,SKU-ASU-LAP-5191,CAT0009,Laptops,SUP0211,AllWeather Sports Nets,Wholesaler,49961.0,35971.92,28266.55,3.6,41812,ACTIVE,true,2023-09-07,2026-06-07,9999-12-31,true
803,PROD000841,The Derma Co Matte 5705,The Derma Co,SKU-THE-SKI-9011,CAT0071,Skincare,SUP0115,TerraCotta EarthWare Group,Retail Vendor,66794.0,48759.62,29792.59,4.3,28883,DISCONTINUED,true,2026-01-24,2026-06-07,9999-12-31,true
826,PROD000864,Boat AirBeat 536,Boat,SKU-BOA-HEA-6796,CAT0012,Headphones,SUP0034,Magna Sound Distribution,Distributor,25697.0,16446.08,13258.5,3.5,35667,ACTIVE,true,2023-09-22,2026-06-07,9999-12-31,true
836,PROD000874,Cetaphil body gel 479,Cetaphil,SKU-CET-HAI-9398,CAT0078,Haircare,SUP0012,ByteSize Gadgets Inc.,Marketplace Seller,11999.0,7559.37,4874.41,4.6,29849,ACTIVE,true,2025-01-15,2026-06-07,9999-12-31,true
837,PROD000875,Cosco Max-repultion 1788,Cosco,SKU-COS-FIT-2740,CAT0084,Fitness Equipment,SUP0099,SofaStyles Manufacturing LLP,Wholesaler,43947.0,37354.95,25075.5,3.5,17961,ACTIVE,true,2023-08-18,2026-06-07,9999-12-31,true
841,PROD000879,Peter England Relaxed Fit 1583,Peter England,SKU-PET-WOM-1558,CAT0032,Women Clothing,SUP0094,LuxeBedding Linens & Sheets,Wholesaler,96031.0,75864.49,52000.53,2.7,43782,OUT_OF_STOCK,true,2025-08-13,2026-06-07,9999-12-31,true
845,PROD000883,Mamaearth onion shampoo 5881,Mamaearth,SKU-MAM-HAI-6268,CAT0078,Haircare,SUP0011,Omega Mobile Accessories,Marketplace Seller,142667.0,119840.28,94897.72,4.0,13310,OUT_OF_STOCK,true,2025-06-04,2026-06-07,9999-12-31,true
846,PROD000884,Apple Legion 6953,Apple,SKU-APP-LAP-3837,CAT0009,Laptops,SUP0026,Vertex SmartHome Systems,Retail Vendor,141145.0,100212.95,64855.39,4.0,5472,ACTIVE,true,2024-01-16,2026-06-07,9999-12-31,true
860,PROD000898,Nykaa Cosmetics Matte 640,Nykaa Cosmetics,SKU-NYK-SKI-7226,CAT0071,Skincare,SUP0171,SmartChoice Online Vendors,Marketplace Seller,53469.0,34220.16,27113.85,3.7,49921,ACTIVE,true,2025-11-17,2026-06-07,9999-12-31,true
863,PROD000902,The Derma Co onion shampoo 6757,The Derma Co,SKU-THE-HAI-5211,CAT0078,Haircare,SUP0042,Vogue Apparel Wholesale,Wholesaler,1971.0,1182.6,777.97,2.8,7488,ACTIVE,true,2026-02-15,2026-06-07,9999-12-31,true
871,PROD000910,H&M Relaxed Fit 8432,H&M,SKU-H&M-WOM-6604,CAT0032,Women Clothing,SUP0184,TrackAndField Athletic Goods,Wholesaler,100867.0,81702.27,56182.07,3.0,44828,ACTIVE,true,2025-08-27,2026-06-07,9999-12-31,true
880,PROD000920,Alphax Max-repultion 4266,Alphax,SKU-ALP-FIT-2520,CAT0084,Fitness Equipment,SUP0093,FurnishCo Living Solutions,Retail Vendor,75710.0,52239.9,43564.4,3.8,26467,ACTIVE,false,2024-01-08,2026-06-07,9999-12-31,true
888,PROD000928,HRX Relaxed Fit 8579,HRX,SKU-HRX-MEN-5503,CAT0020,Men Clothing,SUP0129,BeautyCare Wholesale LLP,Distributor,141384.0,96141.12,77182.1,4.0,705,ACTIVE,true,2025-08-27,2026-06-07,9999-12-31,true
902,PROD000945,Boat Wave 895,Boat,SKU-BOA-HEA-3971,CAT0012,Headphones,SUP0076,Nova Silk Route Traders,Distributor,106062.0,72122.16,57099.33,3.6,34260,ACTIVE,false,2026-05-04,2026-06-07,9999-12-31,true
918,PROD000961,Levis Relaxed Fit 2129,Levis,SKU-LEV-WOM-8593,CAT0032,Women Clothing,SUP0100,HomeGlow Lighting Enterprise,Distributor,53086.0,31851.6,23019.51,3.7,25725,ACTIVE,true,2024-12-23,2026-06-07,9999-12-31,true
